,ground_truth,rank_statistic,mean,sd,shrinkage,z_score,Rhat,ESS,ESS_per_iter,tail_ESS,tail_ESS_per_iter,n_divergences,n_bad_ebfmi,n_max_treedepth,warning_code,L,trial,parameter
0,-14.4779,1002,-14.438593075,0.059970431043509895,0.9995825318801066,0.6554384271722499,1.0014558831442708,1462.3168794313656,0.3655792198578414,1453.4058486094314,0.36335146215235786,0,0,0,0,4000,0,delta_G
1,-12.8002,3601,-12.854693424999999,0.04231216496788335,0.9997921837662876,-1.287890256652227,1.0053851252542592,1635.5544786447074,0.40888861966117684,1887.1749398851255,0.47179373497128135,0,0,0,0,4000,1,delta_G
2,-14.8052,2560,-14.806829075,0.004502017008450201,0.9999976473179549,-0.3618544747704351,1.0010232007367903,1326.7752214019188,0.3316938053504797,1457.433028872876,0.364358257218219,0,0,0,0,4000,2,delta_G
3,-14.8409,3923,-14.95742935,0.058769084079790625,0.9995990900639989,-1.9828342031294692,1.0063100526912068,1070.6643365176951,0.2676660841294238,1181.7006003072236,0.29542515007680586,0,0,0,0,4000,3,delta_G
4,-9.06306,1048,-8.828175349999999,0.3520380111317207,0.9856143962760058,0.6672138876279347,1.0010652585339066,1499.4580013588782,0.3748645003397195,1338.343195343007,0.33458579883575174,0,0,0,0,4000,4,delta_G
5,-18.5782,2961,-18.972987925,0.5825474230066547,0.9606076811887574,-0.6776923378399237,1.0064828845912368,859.2093852856514,0.21480234632141285,761.0128683570845,0.19025321708927112,0,0,0,0,4000,5,delta_G
6,-10.4264,2653,-10.4511576,0.060170233232388265,0.9995797455071533,-0.4114592659859341,1.0023454886920986,1690.4834803812403,0.4226208700953101,1644.9865465211312,0.4112466366302828,0,0,0,0,4000,6,delta_G
7,-16.0179,909,-15.995569725,0.031042055439747786,0.9998881464130627,0.7193555543815191,1.0021487821434323,1378.4042445877726,0.34460106114694317,1383.8924076124097,0.34597310190310243,0,0,0,0,4000,7,delta_G
8,-12.3926,309,-12.3665772,0.0184242356736989,0.9999605971227442,1.412422228030227,1.0019867693083715,1587.368388504377,0.39684209712609425,1824.4438513381626,0.45611096283454067,0,0,0,0,4000,8,delta_G
9,-18.3157,499,-17.69217045,0.530661641139434,0.9673122997436373,1.1750039981430749,1.0099234858082082,894.1670034396849,0.22354175085992123,746.5364815740013,0.18663412039350033,0,0,0,0,4000,9,delta_G
10,-13.3444,2582,-13.35021525,0.015497694584598697,0.9999721206161662,-0.3752332302237118,1.0014361665143978,1373.0743695565095,0.3432685923891274,1430.5245043324271,0.35763112608310677,0,0,0,0,4000,10,delta_G
11,-14.9212,2520,-14.934499975000001,0.04075199666886735,0.9998072267543415,-0.3263637634266214,1.0085379265654886,835.8461166363946,0.20896152915909866,1424.018540684695,0.35600463517117376,0,0,0,0,4000,11,delta_G
12,-13.823,2401,-13.849041525,0.09516140632196633,0.9989488355171947,-0.27365636980912184,1.0033157312411805,1465.7783707768817,0.3664445926942204,1394.4536628848225,0.34861341572120563,0,0,0,0,4000,12,delta_G
13,-11.8935,204,-11.660421525,0.1538639033177515,0.9972519636908078,1.5148353185779906,1.0020475107624873,1417.5001558658628,0.3543750389664657,1447.7239099881274,0.36193097749703185,0,0,0,0,4000,13,delta_G
14,-14.2405,3089,-14.249945125,0.012256080786057786,0.9999825637854155,-0.7706480697111353,1.0004015414843617,1484.2565008708532,0.3710641252177133,1598.5518045003716,0.3996379511250929,0,0,0,0,4000,14,delta_G
15,-12.3112,3588,-12.351338875000001,0.031830480851447636,0.999882392403636,-1.2610200639861373,1.0062559402280054,1453.8873826739332,0.3634718456684833,1314.7594169223905,0.32868985423059766,0,0,0,0,4000,15,delta_G
16,-15.7674,2769,-15.773325125,0.011325968445761047,0.9999851098295248,-0.5231451092570177,1.0016400113490036,1482.1566879186269,0.3705391719796567,1538.0387027433287,0.38450967568583216,0,0,0,0,4000,16,delta_G
17,-15.0916,1418,-15.059847725,0.09174299226548246,0.9990229995202327,0.34610027660877896,1.0037194440168502,1026.1483312555968,0.2565370828138992,1185.4236789725,0.29635591974312503,0,0,0,0,4000,17,delta_G
18,-10.6139,515,-9.6189048075,1.070323836296246,0.8670221307095706,0.9296206986691857,1.0029471037729876,800.7524165995828,0.2001881041498957,1101.4676623951555,0.27536691559878884,8,0,0,4,4000,18,delta_G
19,-13.0084,2894,-13.024757225000002,0.027553146876525283,0.9999118765705823,-0.5936608647028242,1.005647138733105,1137.3162128039892,0.2843290532009973,1351.7437873085237,0.3379359468271309,0,0,0,0,4000,19,delta_G
20,-17.7738,1336,-17.7153415,0.1696006284857164,0.9966610963275214,0.3446832745960239,1.0040909785058887,789.19038810503,0.19729759702625752,883.2153452354702,0.22080383630886755,0,0,0,0,4000,20,delta_G
21,-11.9761,2907,-11.984786275,0.014519345512948402,0.9999755294880383,-0.5982552720611473,1.0020104812307813,1739.6288930631156,0.4349072232657789,1598.957996800378,0.3997394992000945,0,0,0,0,4000,21,delta_G
22,-17.851,1977,-17.851622825000003,0.07140262636289633,0.9994081967467571,-0.00872271836106938,1.0069199770228194,1118.2625779443829,0.2795656444860957,1071.9199633856263,0.26797999084640656,0,0,0,0,4000,22,delta_G
23,-11.2802,546,-11.242565775000001,0.034156627558196886,0.999864574968985,1.1018132553009687,1.0007009483698646,1828.0306437183508,0.4570076609295877,1625.9614144194084,0.4064903536048521,0,0,0,0,4000,23,delta_G
24,-14.1071,663,-14.105464049999998,0.0017800793795502562,0.9999996321864588,0.9190320492425591,1.0023664053231793,1914.8925798759115,0.4787231449689779,1686.5549958972053,0.4216387489743013,0,0,0,0,4000,24,delta_G
25,-15.1014,3388,-15.107304049999998,0.005635018952718789,0.9999963141323445,-1.0477427049556702,1.002335320755518,1655.4082824127215,0.41385207060318036,1448.5273053594271,0.3621318263398568,0,0,0,0,4000,25,delta_G
26,-15.9209,1498,-15.9011366,0.07699567634250638,0.999311852317299,0.2566819455171122,1.0025045640738666,1323.9245785300432,0.33098114463251077,1067.0944614483444,0.2667736153620861,0,0,0,0,4000,26,delta_G
27,-13.7581,3186,-13.809732200000001,0.061972136667699296,0.9995541980999234,-0.8331518449469829,1.0030847288386298,1334.1005144980138,0.33352512862450345,1345.830509968933,0.33645762749223324,0,0,0,0,4000,27,delta_G
28,-10.2022,3077,-10.306916315,0.15848517564608613,0.9970844112468775,-0.6607325547838204,1.0021585734706298,1571.2064624377876,0.39280161560944693,1593.7612990625487,0.3984403247656372,0,0,0,0,4000,28,delta_G
29,-14.9817,3742,-15.006489875,0.016359807455602126,0.99996893256837,-1.5152913668009513,1.0045105003829893,1212.2621307764987,0.3030655326941247,1363.273046493958,0.3408182616234895,0,0,0,0,4000,29,delta_G
30,-13.7222,2143,-13.731085049999999,0.07574414017927392,0.9993340416704893,-0.11730346372628592,1.0015487957905562,1436.7325816002776,0.3591831454000694,1536.1210442652302,0.38403026106630755,0,0,0,0,4000,30,delta_G
31,-13.0663,3847,-13.110717475,0.025551045323516115,0.9999242179551268,-1.7383819110961967,1.000277920988176,1650.6788170032653,0.41266970425081634,1910.0022688106617,0.4775005672026654,0,0,0,0,4000,31,delta_G
32,-10.999,2626,-11.058803600000001,0.18662425139043426,0.9959571732320504,-0.320449242552545,1.0039449681707089,1592.6354666945722,0.39815886667364303,1483.340999824934,0.3708352499562335,0,0,0,0,4000,32,delta_G
33,-16.0205,740,-15.957489375000002,0.07193480624572068,0.9993993421854317,0.8759407064329906,1.0019483067696202,1132.0960582857217,0.28302401457143045,1200.987201061754,0.3002468002654385,0,0,0,0,4000,33,delta_G
34,-13.9713,2644,-14.00577585,0.07861690837076654,0.9992825677462844,-0.4385297096320248,1.0011617505778347,1416.4350634094596,0.3541087658523649,1550.2794855938064,0.3875698713984516,0,0,0,0,4000,34,delta_G
35,-7.94807,2822,-8.120217920000002,0.6276193224731641,0.9542762768301869,-0.27428715757450584,1.0017863203545418,1476.4386746031325,0.36910966865078315,927.1006013057561,0.23177515032643903,0,0,0,0,4000,35,delta_G
36,-18.8106,2509,-18.8409781,0.08570056067722077,0.9991474569827187,-0.35446792599659827,1.0002622955091711,942.951559642471,0.23573788991061775,1179.5401062436572,0.2948850265609143,0,0,0,0,4000,36,delta_G
37,-12.2597,3211,-12.263184475,0.0042265217939074975,0.9999979264467119,-0.8244308606243453,1.0010464290262748,1708.4432797617449,0.4271108199404362,1679.0308106439438,0.41975770266098594,0,0,0,0,4000,37,delta_G
38,-13.8043,505,-13.749612125,0.0478370627806973,0.9997343694710612,1.1432113892675309,1.001373929628245,1661.2090095205358,0.41530225238013396,1572.6837761016882,0.393170944025422,0,0,0,0,4000,38,delta_G
39,-16.6112,1440,-16.55562905,0.2088353016041529,0.9949375959728688,0.26609940739489807,1.0034531450872328,1072.150063942613,0.2680375159856533,912.9742274023239,0.22824355685058098,0,0,0,0,4000,39,delta_G
40,-6.09566,3860,-8.6336867775,1.0972964186200966,0.8602354924188944,-2.312981920319845,1.0064399841196405,666.477871717061,0.16661946792926524,546.3244124397704,0.1365811031099426,20,0,0,7,4000,40,delta_G
41,-10.4549,661,-10.402583275000001,0.053123615913964035,0.9996724148310048,0.9848110694258486,1.0020870612270993,1709.2177255617662,0.42730443139044155,1935.7133382852578,0.48392833457131446,0,0,0,0,4000,41,delta_G
42,-10.4156,1706,-10.408790075,0.036470415873614256,0.9998456060044243,0.18672463246918314,1.0006025489002557,1836.303836094311,0.45907595902357773,1564.6113799386392,0.3911528449846598,0,0,0,0,4000,42,delta_G
43,-10.7286,715,-10.4840411375,0.28742736372269967,0.9904102960853537,0.850854488356725,1.0030027787938842,1443.3744785045042,0.36084361962612604,1122.0739215736899,0.2805184803934225,0,0,0,0,4000,43,delta_G
44,-8.42058,2722,-8.6902161625,1.2045936141311304,0.8315658736247492,-0.22383994015648914,1.001317913576864,857.0806586611071,0.2142701646652768,1012.8784912764514,0.25321962281911287,14,0,0,4,4000,44,delta_G
