0:24:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.051,0.052,0.050,0.050,0.050,0.049,0.049,0.049,0.051,0.050,0.051,0.051,0.051,0.050,0.050,0.051,0.055,0.054,0.054,0.054,0.054,0.057,0.053,0.053,0.057,0.057,0.057,0.056,0.057,0.057,0.057,0.057,0.052,0.052,0.052,0.051,0.052,0.051,0.051,0.051,0.031,0.031,0.031,0.031,0.031,0.032,0.031,0.031
0:49:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.054,0.053,0.051,0.052,0.052,0.053,0.052,0.052,0.055,0.053,0.054,0.056,0.053,0.053,0.053,0.053,0.058,0.058,0.058,0.058,0.057,0.058,0.056,0.056,0.060,0.061,0.061,0.059,0.060,0.060,0.060,0.060,0.054,0.053,0.054,0.053,0.054,0.054,0.054,0.053,0.031,0.031,0.031,0.031,0.031,0.032,0.031,0.031
1:14:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.060,0.058,0.053,0.054,0.058,0.058,0.058,0.058,0.060,0.058,0.060,0.061,0.059,0.059,0.058,0.058,0.064,0.063,0.063,0.063,0.062,0.062,0.061,0.061,0.066,0.066,0.066,0.065,0.065,0.066,0.065,0.065,0.057,0.057,0.058,0.057,0.058,0.057,0.057,0.056,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
1:39:31,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.065,0.064,0.055,0.056,0.063,0.064,0.062,0.065,0.066,0.063,0.064,0.067,0.064,0.064,0.064,0.063,0.069,0.068,0.069,0.068,0.068,0.067,0.067,0.066,0.072,0.073,0.073,0.071,0.072,0.072,0.074,0.072,0.063,0.062,0.062,0.062,0.062,0.062,0.062,0.061,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
2:04:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.071,0.069,0.057,0.057,0.070,0.069,0.068,0.069,0.074,0.068,0.071,0.072,0.070,0.070,0.071,0.069,0.076,0.075,0.076,0.076,0.075,0.077,0.074,0.075,0.080,0.082,0.081,0.079,0.080,0.081,0.080,0.079,0.068,0.067,0.069,0.068,0.069,0.068,0.067,0.067,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
2:29:31,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.080,0.077,0.059,0.059,0.081,0.077,0.077,0.078,0.081,0.076,0.079,0.080,0.078,0.078,0.079,0.077,0.086,0.086,0.086,0.086,0.085,0.088,0.083,0.083,0.091,0.093,0.092,0.090,0.091,0.092,0.089,0.090,0.076,0.075,0.076,0.075,0.076,0.076,0.075,0.074,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
2:54:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.092,0.089,0.061,0.062,0.095,0.089,0.088,0.088,0.094,0.088,0.092,0.092,0.091,0.091,0.092,0.090,0.101,0.100,0.101,0.101,0.100,0.101,0.098,0.097,0.106,0.108,0.108,0.104,0.106,0.108,0.104,0.104,0.086,0.084,0.086,0.085,0.086,0.086,0.085,0.084,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
3:19:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.106,0.104,0.063,0.064,0.110,0.104,0.103,0.104,0.109,0.103,0.108,0.108,0.108,0.108,0.109,0.107,0.121,0.118,0.121,0.120,0.120,0.119,0.117,0.118,0.127,0.129,0.130,0.125,0.130,0.130,0.126,0.125,0.098,0.097,0.099,0.098,0.099,0.099,0.097,0.097,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
3:44:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.123,0.121,0.066,0.067,0.128,0.122,0.120,0.120,0.128,0.122,0.128,0.128,0.129,0.128,0.129,0.127,0.145,0.141,0.145,0.143,0.144,0.143,0.140,0.141,0.153,0.156,0.157,0.151,0.156,0.157,0.153,0.152,0.111,0.112,0.114,0.114,0.116,0.115,0.114,0.112,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
4:09:31,37.0,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.144,0.142,0.068,0.069,0.152,0.146,0.144,0.143,0.152,0.145,0.152,0.154,0.154,0.154,0.154,0.152,0.175,0.168,0.174,0.171,0.173,0.173,0.169,0.171,0.184,0.188,0.189,0.181,0.190,0.190,0.186,0.184,0.127,0.129,0.133,0.133,0.135,0.133,0.133,0.132,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
4:34:31,37.1,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.173,0.170,0.072,0.071,0.182,0.177,0.175,0.173,0.184,0.175,0.185,0.186,0.189,0.189,0.189,0.187,0.209,0.203,0.212,0.208,0.211,0.210,0.208,0.208,0.223,0.227,0.227,0.218,0.230,0.231,0.226,0.224,0.149,0.151,0.155,0.156,0.160,0.157,0.156,0.155,0.031,0.031,0.031,0.031,0.031,0.031,0.031,0.031
